ID	IUPAC_solid	SMILES_solid	IUPAC_anion	SMILES_anion	IUPAC_cation	SMILES_cation	Mole_fraction	Weight_fraction	Parts of Solvent	Temperature.K	logP_anion	Atom count_anion	Molecular weight_anion	molecular_anion	Aliphatic atom count_anion	Aromatic atom count_anion	Van der Waals surface area (3D)_anion	ASA_anion	donorcount_anion	acceptorcount_anion	Refractivity_anion	Bond count_anion	Smallest ring size_anion	Balaban index_anion	Rotatable bond count_anion	MMFF94 energy_anion	Fused ring count_anion	logP_cation	Atom count_cation	Molecular weight_cation	molecular_cation	Aliphatic atom count_cation	Aromatic atom count_cation	Van der Waals surface area (3D)_cation	ASA_cation	donorcount_cation	acceptorcount_cation	Refractivity_cation	Bond count_cation	Smallest ring size_cation	Balaban index_cation	Rotatable bond count_cation	MMFF94 energy_cation	Fused ring count_cation	logP_solid	Atom count_solid	Molecular weight_solid	molecular_solid	Aliphatic atom count_solid	Aromatic atom count_solid	Van der Waals surface area (3D)_solid	ASA_solid	donorcount_solid	acceptorcount_solid	Refractivity_solid	Bond count_solid	Smallest ring size_solid	Rotatable bond count_solid	Fused ring count_solid
sodium_chloride_1-ethyl-3-methylimidazolium_methanesulfonate_343K	sodium_chloride	[Na+].[Cl-]	methanesulfonate	[H]C([H])([H])S([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.024794257366793	0.007152190074844	138.817313233503	343	-0.96	8	95.09	7.21	5	0	132.51	282.9	0	3	15.41	7	0	3.02	0	67.47	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-0.77	2	58.44	1.78	2	0	64.75	169.26	0	0	0	0	0	0	0
sodium_chloride_1-ethyl-3-methylimidazolium_methanesulfonate_326.1K	sodium_chloride	[Na+].[Cl-]	methanesulfonate	[H]C([H])([H])S([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.018246189436814	0.005238297399874	189.901723148452	326.1	-0.96	8	95.09	7.21	5	0	132.51	282.9	0	3	15.41	7	0	3.02	0	67.47	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-0.77	2	58.44	1.78	2	0	64.75	169.26	0	0	0	0	0	0	0
sodium_chloride_1-ethyl-3-methylimidazolium_methanesulfonate_303K	sodium_chloride	[Na+].[Cl-]	methanesulfonate	[H]C([H])([H])S([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.01163506536641	0.003324350880887	299.810605086659	303	-0.96	8	95.09	7.21	5	0	132.51	282.9	0	3	15.41	7	0	3.02	0	67.47	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-0.77	2	58.44	1.78	2	0	64.75	169.26	0	0	0	0	0	0	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_355.67K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.641600000031802	0.579303793391327	0.726209997945736	355.67	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_352.13K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.591200000033425	0.526607094340163	0.898948971154664	352.13	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_348.94K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.548500000034249	0.4830596324464	1.07013779010185	348.94	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_345.14K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.500800000034575	0.435560543225934	1.29589207643466	345.14	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_341.45K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.457800000034329	0.393743888951805	1.53972195647817	341.45	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_337.73K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.417500000033634	0.355386733385996	1.81383604410993	337.73	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_332.15K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.362400000031957	0.304203176373071	2.28727665477632	332.15	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_328.99K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.334000000030764	0.278372687328172	2.59230644930731	328.99	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_325.19K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.302100000029159	0.249792912504735	3.00331614685442	325.19	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_322.11K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.278100000027765	0.228587322607394	3.37469579937087	322.11	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_318.97K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.255300000026294	0.208673230913274	3.79218151568088	318.97	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
1,7-heptanedioic_acid_1-ethyl-3-methylimidazolium_hydrogen_sulfate_315.01K	1,7-heptanedioic_acid	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	hydrogen_sulfate	[H]OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.228700000024396	0.185719773051917	4.38445628899436	315.01	-0.84	6	97.06	6.16	5	0	110.65	251.96	1	4	12.65	5	0	3.02	0	-31.59	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	0.94	23	160.169	16.31	11	0	258.83	369.29	2	4	37.34	22	0	6	0
D-fructose_1-ethyl-3-methylimidazolium_ethyl_sulfate_329.3K	D-fructose	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.502348763568276	0.434914176775312	1.2993042154076	329.3	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.27	24	180.156	16.12	12	0	252.72	289.48	5	6	37.56	23	0	5	0
D-fructose_1-ethyl-3-methylimidazolium_ethyl_sulfate_318.4K	D-fructose	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.439246723122941	0.373918246979302	1.67438138705051	318.4	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.27	24	180.156	16.12	12	0	252.72	289.48	5	6	37.56	23	0	5	0
D-fructose_1-ethyl-3-methylimidazolium_ethyl_sulfate_308K	D-fructose	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.400989271269142	0.337921868330674	1.95926394151398	308	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.27	24	180.156	16.12	12	0	252.72	289.48	5	6	37.56	23	0	5	0
D-fructose_1-ethyl-3-methylimidazolium_ethyl_sulfate_298.2K	D-fructose	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.348756594856654	0.289928104537607	2.44913095470635	298.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.27	24	180.156	16.12	12	0	252.72	289.48	5	6	37.56	23	0	5	0
D-xylose_1-ethyl-3-methylimidazolium_ethyl_sulfate_328.5K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.372565708887144	0.273930540781641	2.65056045648131	328.5	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-fructose_1-ethyl-3-methylimidazolium_ethyl_sulfate_288.2K	D-fructose	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.312008696583446	0.256933325146916	2.89206032120666	288.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.27	24	180.156	16.12	12	0	252.72	289.48	5	6	37.56	23	0	5	0
D-xylose_1-ethyl-3-methylimidazolium_ethyl_sulfate_318K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.338111224876241	0.245035394266383	3.08104307948622	318	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-glucose_1-ethyl-3-methylimidazolium_ethyl_sulfate_328.3K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.289395229548809	0.236936859214354	3.22053370385615	328.3	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-xylose_1-ethyl-3-methylimidazolium_ethyl_sulfate_308.3K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.319707828800984	0.229938162119291	3.34899535937494	308.3	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-glucose_1-ethyl-3-methylimidazolium_ethyl_sulfate_318.6K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.267668333657867	0.217940475266058	3.58840882483723	318.6	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-xylose_1-ethyl-3-methylimidazolium_ethyl_sulfate_298.1K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.288611796825091	0.204943094632208	3.87940324017555	298.1	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-glucose_1-ethyl-3-methylimidazolium_ethyl_sulfate_308.2K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.236376198248774	0.190946047445663	4.23708143413949	308.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-glucose_1-ethyl-3-methylimidazolium_ethyl_sulfate_298.2K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.193873204080864	0.154954268750245	5.45351695093859	298.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-xylose_1-ethyl-3-methylimidazolium_ethyl_sulfate_288.1K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.217311211655869	0.149955482159462	5.66864582474287	288.1	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
(+)-galactose_1-ethyl-3-methylimidazolium_ethyl_sulfate_328.2K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.175894359248883	0.139957961338932	6.14500261673811	328.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_1-ethyl-3-methylimidazolium_ethyl_sulfate_318.2K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.149232599371372	0.117963661278394	7.47718686553821	318.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
D-glucose_1-ethyl-3-methylimidazolium_ethyl_sulfate_288.2K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.132081955053485	0.103967464440583	8.61839365209773	288.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
(+)-galactose_1-ethyl-3-methylimidazolium_ethyl_sulfate_308.5K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.120979912714561	0.094969981585563	9.52964298091449	308.5	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_1-ethyl-3-methylimidazolium_ethyl_sulfate_298.2K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.088314119041447	0.068777631183984	13.5396109575938	298.2	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_1-ethyl-3-methylimidazolium_ethyl_sulfate_288.8K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	ethyl_sulfate	[H]C([H])([H])C([H])([H])OS([O-])(=O)=O	1-ethyl-3-methylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.051799817987959	0.039986592788847	24.008382316558	288.8	-0.11	12	125.12	10.2	7	0	178.71	335.42	0	3	21.88	11	0	3.15	2	15.07	0	-3.11	19	111.167	13.04	3	5	209.62	329.98	0	0	33.6	19	5	2.22	1	43.58	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
