ID,Classification,Temperature.K,logP_anion,Atom count_anion,Molecular weight_anion,molecular_anion,Aliphatic atom count_anion,Aromatic atom count_anion,Van der Waals surface area (3D)_anion,ASA_anion,donorcount_anion,acceptorcount_anion,Refractivity_anion,Bond count_anion,Smallest ring size_anion,Balaban index_anion,Rotatable bond count_anion,MMFF94 energy_anion,logP_cation,Atom count_cation,Molecular weight_cation,molecular_cation,Aliphatic atom count_cation,Aromatic atom count_cation,Van der Waals surface area (3D)_cation,ASA_cation,donorcount_cation,acceptorcount_cation,Refractivity_cation,Bond count_cation,Smallest ring size_cation,Balaban index_cation,Rotatable bond count_cation,MMFF94 energy_cation,logP_solid,Atom count_solid,Molecular weight_solid,molecular_solid,Aliphatic atom count_solid,Aromatic atom count_solid,Van der Waals surface area (3D)_solid,ASA_solid,donorcount_solid,acceptorcount_solid,Refractivity_solid,Bond count_solid,Smallest ring size_solid,Rotatable bond count_solid,Fused ring count_solid,class
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_343.15K,Moderate Soluble,343.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_333.15K,Moderate Soluble,333.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_323.15K,Moderate Soluble,323.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_313.15K,Moderate Soluble,313.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_303.15K,Moderate Soluble,303.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_298.15K,Moderate Soluble,298.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,42.39,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
sodium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_383.1K,Insoluble,383.1,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
sodium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_378.15K,Insoluble,378.15,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
sodium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_358.1K,Insoluble,358.1,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
sodium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_333K,Insoluble,333,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
sodium_chloride_1-butyl-3-methylimidazolium_trifluoromethanesulfonate_298.1K,Insoluble,298.1,1.15,8,149.06,7.45,8,0,150.81,297.91,0,3,15.86,7,0,4.02,1,245.69,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_332.5K",Moderate Soluble,332.5,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_328.2K",Moderate Soluble,328.2,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_325.2K",Moderate Soluble,325.2,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_321.1K",Moderate Soluble,321.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_318.9K",Moderate Soluble,318.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_315.3K",Moderate Soluble,315.3,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_312.8K",Moderate Soluble,312.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-butyl-3-methylimidazolium_tetrafluoroborate_311.7K",Moderate Soluble,311.7,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_343.6K,Moderate Soluble,343.6,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_341.8K,Moderate Soluble,341.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_340.1K,Moderate Soluble,340.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_338.3K,Moderate Soluble,338.3,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_336.2K,Moderate Soluble,336.2,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_333.8K,Moderate Soluble,333.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_331.2K,Moderate Soluble,331.2,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_328.6K,Moderate Soluble,328.6,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_326.4K,Moderate Soluble,326.4,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-butyl-3-methylimidazolium_tetrafluoroborate_323.1K,Moderate Soluble,323.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
caffeic_acid_1-butyl-3-methylimidazolium_tetrafluoroborate_317.4K,Soluble,317.4,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,1.53,21,180.159,17.14,7,6,226.04,324.83,3,4,47.02,21,6,2,0,0
caffeic_acid_1-butyl-3-methylimidazolium_tetrafluoroborate_312.6K,Soluble,312.6,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,1.53,21,180.159,17.14,7,6,226.04,324.83,3,4,47.02,21,6,2,0,0
caffeic_acid_1-butyl-3-methylimidazolium_tetrafluoroborate_307.9K,Soluble,307.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,1.53,21,180.159,17.14,7,6,226.04,324.83,3,4,47.02,21,6,2,0,0
caffeic_acid_1-butyl-3-methylimidazolium_tetrafluoroborate_303.1K,Soluble,303.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,1.53,21,180.159,17.14,7,6,226.04,324.83,3,4,47.02,21,6,2,0,0
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_358.55K",Moderate Soluble,358.55,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_355.35K",Moderate Soluble,355.35,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_350.35K",Moderate Soluble,350.35,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_342.05K",Insoluble,342.05,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_335.45K",Insoluble,335.45,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_323.95K",Insoluble,323.95,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_299.45K",Insoluble,299.45,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_343.15K,Soluble,343.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_333.15K,Soluble,333.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_323.15K,Soluble,323.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_343.15K,Soluble,343.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_313.15K,Soluble,313.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_303.15K,Soluble,303.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_bis((trifluoromethyl)sulfonyl)amide_1-butyl-3-methylimidazolium_tetrafluoroborate_298.15K,Soluble,298.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.17,16,287.08,14.25,16,0,270.39,391.21,0,5,31.33,14,0,2,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_333.15K,Soluble,333.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_323.15K,Soluble,323.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_313.15K,Soluble,313.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_303.15K,Soluble,303.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_343.15K,Soluble,343.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,0
lithium_hexafluorophosphate_1-butyl-3-methylimidazolium_tetrafluoroborate_298.15K,Soluble,298.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,2.03,8,151.9,6,8,0,120.98,262.47,0,0,14.21,6,0,0,0,0
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_333.15K,Soluble,333.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,0
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_323.15K,Soluble,323.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,0
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_313.15K,Soluble,313.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,0
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_303.15K,Moderate Soluble,303.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_bromide_1-butyl-3-methylimidazolium_tetrafluoroborate_298.15K,Moderate Soluble,298.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,86.84,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,1
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_343.15K,Insoluble,343.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_333.15K,Insoluble,333.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_323.15K,Insoluble,323.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_313.15K,Insoluble,313.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_303.15K,Insoluble,303.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
lithium_fluoride_1-butyl-3-methylimidazolium_tetrafluoroborate_298.15K,Insoluble,298.15,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,0,2,25.94,1.78,2,0,41.62,130.29,0,0,0,0,0,0,0,2
sodium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_423.1K,Moderate Soluble,423.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,1
sodium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_393.1K,Moderate Soluble,393.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,1
sodium_chloride_1-butyl-3-methylimidazolium_tetrafluoroborate_363K,Insoluble,363,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-2.15,25,139.221,17.13,5,5,270.81,395.01,0,0,42.73,25,5,2.06,3,43.83,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,2
